,Time,Tweet,Analysis
28,"12/23/2022, 17:29:06","Day 107

Walking distance 28 Kms

#BharatJodoYatra resumes from Kherli Lala to Badkal Mor | Gurugram to Faridabad | Haryana https://t.co/jIFubZcH9e",0.0
29,"12/23/2022, 17:28:38","Gurugram: Bajrang Dal members raise slogans against people offering namaz in the open, police intervenes
 #bajrangdal #Bajrang #dal #Gurgaon #Gurugram #GurugramNamaz #gurugramnamazcontroversy #intervenes #members #namaz #NamazControversy #offering #op...
https://t.co/1uJlU3zYv2",0.0
30,"12/23/2022, 17:12:44",Just posted a photo @ Gurugram https://t.co/SDoCIdg2l8,0.0
31,"12/23/2022, 17:05:27",Luxury Room In Trident Hotel Gurugram -  Trident Hotel Gurgaon Rooms Review https://t.co/fxgOyvmvfI via @YouTube,0.0
32,"12/23/2022, 17:02:46",@JanAashirwad @mlkhattar @cmohry @Dchautala @DC_Gurugram @PMOIndia @ArvindKejriwal Please update,0.3182
33,"12/23/2022, 17:00:50","In Gurugram Haryana Sector 69 some Hindutva Goons Disrupted Friday prayer 
They halted friday Names today and threatened to Protest if Muslims continue Namaz 

This all happening in front of Police https://t.co/gp5FR0g4NA",-0.6124
34,"12/23/2022, 16:56:18","Bajrang Dal members disrupt Namaz in Gurugram, force over 100 people to quit prayers https://t.co/Xk6zGaf75V",0.0
35,"12/23/2022, 16:55:22","Gurugram: Muslims gather for namaz at a public place in sector 69, Bajrang Dal activists retaliate

Bajrang Dal activists chased away the Muslims and did not allow them to hold Friday prayers on the public ground

https://t.co/DUKXxThI3J via @OpIndia_com",-0.1695
36,"12/23/2022, 16:50:38","@DiprHaryana MG Road metro station - Gurugram - see with open eyes the situation    Around 232 illegal hawkers are sitting on this road in stretch of 2.7 km, how they can sit there without your permission, must be something wrong …. @DC_Gurugram @cmohry @PMOIndia @TrafficGGM यहाँ भी रिश्वत .",-0.7717
37,"12/23/2022, 16:46:05","Location: Sector 69, Gurugram, Haryana

Bajrang Dal goons stopped Muslims from offering Friday prayers despite having permission from the authorities. https://t.co/MCQay66f3s",-0.2263
38,"12/23/2022, 16:39:41","Department of Media Studies @gurugramuniver1 organised special lecture on Importance of Media Convergence for Print Media Mr Aditya Kant Author and Senior Journalist participated as Eminent Speaker.
@profdineshkumar 
@DrRakeshyogi1 
@Meenakshi_News 
#journalism 
#printmaking https://t.co/onj31TmPaL",0.6369
39,"12/23/2022, 16:32:09","OpIndia: Gurugram: Muslims gather for namaz at a public place in sector 69, Bajrang Dal activists retaliate.
https://t.co/gFar4Z8y6J

via @GoogleNews",0.0
40,"12/23/2022, 16:32:04","OpIndia: Gurugram: Muslims gather for namaz at a public place in sector 69, Bajrang Dal activists retaliate.
https://t.co/gFar4Z8y6J

via @GoogleNews",0.0
41,"12/23/2022, 16:31:57","OpIndia: Gurugram: Muslims gather for namaz at a public place in sector 69, Bajrang Dal activists retaliate.
https://t.co/gFar4Z95Wh

via @GoogleNews",0.0
42,"12/23/2022, 16:31:14","An Iconic retail destination attracting top 
international brands.
Located most bustling location of gurugram, MG Road at Sec-25.

𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐃𝐞𝐭𝐚𝐢𝐥𝐬 𝐂𝐨𝐧𝐭𝐚𝐜𝐭 :
📞+𝟗𝟏-𝟗𝟑𝟏𝟎𝟐𝟎𝟎𝟎𝟒𝟎
🌐 https://t.co/1uc4NOlX3E
#sheebullsindia #sheerbulls #M3M #M3MIndia https://t.co/DKhoED4Kjl",0.5994
43,"12/23/2022, 16:29:04","Step forward
In Haryana Gurugram vacant land is used as playground
Similarly all vacant govt land be given for horticulture(social forestry)to increase green cover to save environment&amp; to provide healthy diet to citizens
Social forestry be free from forest act to ease development",0.9186
44,"12/23/2022, 16:28:26",@HananyaNaftali Need a proper Israeli restaurant in Delhi Noida Gurugram and other cities,0.0
45,"12/23/2022, 16:26:17","Muslims should start giving them return gift then only these terror group stops disrupting Prayers

Gurugram: Bajrang Dal disrupts namaz at Sector 69 yet again https://t.co/XrotqrwK7z via @TheSiasatDaily",0.0772
46,"12/23/2022, 16:10:00","Gurugram: Muslims gather for namaz at a public place in sector 69, Bajrang Dal activists retaliate

https://t.co/BMVa07MwHk",0.0
47,"12/23/2022, 16:09:49",Country’s largest waste-to-energy plant to come up in Gurugram https://t.co/fwlLN3gBC1,0.0
48,"12/23/2022, 16:06:29","@MunCorpGurugram @CPCB_OFFICIAL @RECLindia @cmohry My no is 8800409555
Address:Aloha apartment sector 57 Gurugram 

Whole night work going on. Sharing today’s photos of JCB https://t.co/oep2xNfEM4",0.1531
49,"12/23/2022, 16:05:25","Christmas is in the air so is pollution.

#Christmas2022 #pollution #delhifog #Gurugram #WINTER
#AirPollution #AirQuality",0.0
50,"12/23/2022, 16:03:36",There is sewage leaking since last one month in Sector 45 Gurugram(House 1304-1316 Lines) and we raised couple of complaints but still no action has been taken. It is smelling a lot and getting worst day by day. Please help. @mcggurgaon @cmohry @Gurgaon_Tweets @DC_Gurugram,-0.5859
51,"12/23/2022, 16:02:36",@saket71 @Dchautala @JJPofficial Tag CP Gurugram. If doesn’t work then DM me,0.0
52,"12/23/2022, 15:46:56","@Prateeksom2 @Dchautala @JJPofficial Can you get Gurugram traffic police little more responsive. Editor of Swarajya was victim of rash driving, shared tagging the police, ZERO reaction.",0.0296
53,"12/23/2022, 15:39:43","Unnatural sex and demand of dowry from wife.
Will this custom ever end? No matter how many acts the legislature passes, it's society who needs to reform- the ultimate solution to these social evils.
#Gurugram #dowry",-0.4541
54,"12/23/2022, 15:38:54","In Gurugram Haryana Sector 69 some Hindutva Goons Disrupted Friday prayer 
They halted friday Names today and threatened to Protest if Muslims continue Namaz 

This all happening in front of Police https://t.co/wCF9jMoPij",-0.6124
55,"12/23/2022, 15:35:03",#BajrangDal members interfered with Friday’s namaz in #Gurugram’s Sector 69. A Live Hindustan employee can be seen advising #Muslimworshippers in a viral video not to offer their prayers in public places. https://t.co/zLwZYS12bb,0.0
56,"12/23/2022, 15:34:06",Country’s largest waste-to-energy plant to come up in Gurugram https://t.co/3y1G8cEpjv #Countrys #Faridabad #Germany #Gurugram #Haryana,0.0
57,"12/23/2022, 15:29:46",@KiranKS How about Gurugram-Manesar belt ?,0.0
58,"12/23/2022, 15:23:16",Haryana Urban Local Bodies (ULB) Minister Dr Kamal Gupta inaugurated the construction work for the country's largest waste-to-energy (WTE) plant in Gurugram. https://t.co/RYTJxmV1ei,0.0
59,"12/23/2022, 15:22:56",Country's largest waste-to-energy plant to come up in Gurugram https://t.co/5e91tpftms,0.0
60,"12/23/2022, 15:21:10",Haryana Urban Local Bodies (ULB) Minister Dr Kamal Gupta inaugurated the construction work for the country's largest waste-to-energy (WTE) plant in Gurugram. https://t.co/QHmp3LS53t,0.0
61,"12/23/2022, 15:18:30","Job Posting : Spinny - Consultant - Inside Sales - Car Exchange Segment (0-6 yrs) Gurgaon/Gurugram (Tele Sales/BPO)
 #bloombergcareers #bpojobsinbangalore #businessintelligenceanalyst #freejobpostingsites #googlecareers #GoogleJobs #googleworkfromhome...
https://t.co/SLG408rduL",0.0
62,"12/23/2022, 15:05:03",Godrej Properties to develop 14.27 acres land in Gurugram https://t.co/R8t1LVHSHv,0.0
63,"12/23/2022, 15:04:43","Godrej Properties to develop Rs 3,000 crore revenue potential project in Gurugram https://t.co/zTYfflsugn",0.0
64,"12/23/2022, 14:55:17","Being built next to Global City Gurugram and...
https://t.co/yBvCEk1Aeq",0.0
65,"12/23/2022, 14:52:32",@MunCorpGurugram @DC_Gurugram what happened?,0.0
66,"12/23/2022, 14:49:52","AMB Selfie Walk, Sector-88 Gurugram, Haryana

AMB Selfie Walk Sector 88 will comprise high-end multiplex, luxury retail, prime luxurious residential apartments, 5-star hotel property, premium serviced apartments and office spaces. https://t.co/vZFVVIgkSo",0.0
67,"12/23/2022, 14:45:19","@gurgaonpolice @DC_Gurugram sir, request you to please do something to stop the traffic coming in wrong (opposite) direction at Alpine school chowk towards sec 37 sector road. This create so much jam at this time",-0.1593
68,"12/23/2022, 14:40:25","gaganagrawal: RT @CP2BellevueRWA: @CentralParkIn Targeting personally RWA President @PrabhatTotalika can't silence the voice of thousands of residents हम नही झुकेंगे, नही डरेंगे, अपना हक ले के रहेंगे @cmohry @mlkhattar @DC_Gurugram @PMOIndia @narendramod… https://t.co/fgknoaZMrZ",0.0
69,"12/23/2022, 14:35:10",#BREAKING #Trending #TrendingNow #Viral #ViralVideo #Namaz disrupted in #Gurgaon #Gurugram #Haryana . @BajrangDal_IND @vishwahindu1234 #BajrangDal #Muslims @gurgaonpolice https://t.co/ftzlqSNvpR,0.0
70,"12/23/2022, 14:33:09","Gurugram: Muslims gather for namaz at a public place in sector 69, Bajrang Dal activists retaliate https://t.co/BPhPW0PR7b via @OpIndia_com",0.0
71,"12/23/2022, 14:33:01","#DTPGurgaon
We r alotee of a flat under affordable housing scheme bieng built by Mahira 95 Gurugram &amp; paid about 50% payment but work not started even after clearance given by your office.kindly share the status &amp; oblige.
9888891344",0.4215
72,"12/23/2022, 14:18:00","@nitin_gadkari ji 
@cmohry 
🙏
 @FASTag_NETC is not accepted on #Faridabad-#Gurugram road
Please do needful
Would save time",0.5699
73,"12/23/2022, 14:14:00","“The Chief Minister has clearly said that there will be no namaz in open spaces,” Praveen Saini, the district coordinator of the #BajrangDal, said. 

Last year, there were several reports of Hindutva groups disrupting Namaz in #Gurugram. 

Read more: https://t.co/LUKBpEB7Rn https://t.co/HnN15Rgogj",0.128
74,"12/23/2022, 14:10:40","Best wishes to the young officers in their future journey in service of the Nation. 

#CivilServices 🇮🇳
#SpecialFoundationCourse 
#HIPA #Gurugram",0.7003
75,"12/23/2022, 14:10:28","Delighted to be amongst young Civil Servants- Officers of the IPS,IRAS,IPoS undergoing the Special Foundation Course Training at HIPA-Haryana Institute of Public Administration, Gurugram, 
On theme-‘Public Relations skills for Civil Servants including the Social Media relevance’. https://t.co/qqXvARLmL0",0.7184
76,"12/23/2022, 13:54:44","5 years back.. this very day..I saw @diljitdosanjh live for the first time in Leisure Valley Gurugram.. that was the first time I ever attended a concert and there has been no stopping since then 🫶🏻
From Delhi to Mumbai.. this journey has been no less than a dream ❤️",-0.0051
77,"12/23/2022, 13:54:23","“The Chief Minister has clearly said that there will be no namaz in open spaces,” Praveen Saini, the district coordinator of the #BajrangDal, said. 

Last year, there were several reports of Hindutva groups disrupting Namaz in #Gurugram. 

Read more: https://t.co/LUKBpEB7Rn https://t.co/A9iE50LAKl",0.128
78,"12/23/2022, 13:53:57","@MeraGurgaon @MunCorpGurugram @CPCB_OFFICIAL @ramanmalik @sudhirsinglabjp @DC_Gurugram @narendramodi @DC_Gurugram @DiprHaryana @anilvijminister @nishantyadavIAS @byadavbjp it a shocking to know that @MunCorpGurugram a recognized orginization is posting fake action video. Opp Amul Dairy Devinder vihar, no women residing. How can a MCD posting fake video without a proper action.",-0.8779
79,"12/23/2022, 13:50:00",.@Rackspace is hiring 👉  R-15559 Business Development Director I - IN (Gurugram) https://t.co/6kV3jUg83O,0.0
80,"12/23/2022, 13:49:46",@ulbharyana @MeraGurgaon @TrafficGGM @IGtraffic_hry @DGPHaryana @DC_Gurugram @diprogurugram1 @DiprHaryana @AAPHaryana @cmohry @mlkhattar @ramanmalik @Rao_InderjitS @MunCorpGurugram @anilvijminister Nothing as been done yet. The situation is even worse,-0.4767
81,"12/23/2022, 13:47:24","Again and again just few days and same condition again in sec-46 , in front of house no 1540, Gurugram..no permanent solution by @MunCorpGurugram @OfficialGMDA @cmohry @kuldeepyadavbjp https://t.co/7a6SEzaj3F",0.0258
82,"12/23/2022, 13:43:41","#NewsUpdate | #EnforcementDirectorate said it has attached a ""benami"" asset worth Rs 55 crore of DMK MP A Raja, 45 acres of land in Coimbatore, under the anti-money laundering law.

https://t.co/NPittXPGtx

#RealtyNXT #ED #TamilNadu #MoneyLaunderingLaw #MoneyLaundering #Gurugram",0.5267
83,"12/23/2022, 13:28:14","👏🏼👏🏼Well done @BajrangDalOrg ! This nuisance must be forced if need be by force !!👉🏼👉🏼👍  Gurugram: Muslims gather for namaz at a public place in sector 69, Bajrang Dal activists retaliate https://t.co/mKTWL1WKvu via @OpIndia_com",-0.5962
84,"12/23/2022, 13:25:19","@MunCorpGurugram @CPCB_OFFICIAL @ramanmalik @sudhirsinglabjp @DC_Gurugram @narendramodi There is no such lady is residing at this place, fake video",-0.6486
85,"12/23/2022, 13:25:16",Wrong side driving continues in sector 57 #Gurgaon @cmohry @yashpalmurar @DC_Gurugram @TrafficGGM @dcptrafficggm @gurgaonpolice @police_haryana @DGPHaryana @PMOIndia @nitin_gadkari @anilvijminister #Daredevil @khurafatinitin https://t.co/g5lDvCxtJ2,-0.3818
86,"12/23/2022, 13:24:11",@MunCorpGurugram @CPCB_OFFICIAL @ramanmalik @sudhirsinglabjp @DC_Gurugram @narendramodi The location and place is completely different. Pls update the correct action.,0.1477
87,"12/23/2022, 13:20:49","#sector29 wrong side driving, #IFFCO Chowk wrong side driving @khurafatinitin @gurgaonpolice @cmohry @Dchautala @DC_Gurugram @TrafficGGM @police_haryana https://t.co/GZAu0eKZBl",-0.7351
88,"12/23/2022, 13:19:01","Rename it as Hellway??
Total Hell at NH-48 from Gurugram border to Mahipalpur 

AND IT DOES NOT MATTER TO ANY AUTHORITY 

@dtptraffic
@NHAI_Official
@nitin_gadkari
@OfficeOfNG
@PMOIndia https://t.co/oILRby41Vm",-0.7037
89,"12/23/2022, 13:16:16",@skchoudhary051 Blessings 🙌,0.5423
90,"12/23/2022, 13:16:05",@satenderkadyan Blessings 🙌,0.5423
91,"12/23/2022, 13:15:56",@satenderkadyan Blessings 🙌,0.5423
92,"12/23/2022, 13:11:55",@amrendra3557 @OfficialGMDA @DC_Gurugram @MCManesar @CPCB_OFFICIAL @cmohry do you have any say in this matter ??,0.1243
93,"12/23/2022, 13:11:04","𝗠𝟯𝗠 𝗖𝗮𝗽𝗶𝘁𝗮𝗹 𝗪𝗮𝗹𝗸 𝟭𝟭𝟯 - A high-street commercial catering to Delhi &amp; Gurugram.

𝐄𝐱𝐜𝐥𝐮𝐬𝐢𝐯𝐞 𝐇𝐢𝐠𝐡𝐥𝐢𝐠𝐡𝐭𝐬: 
✅Located at Sec-113, Gurugram 
✅Bang on Dwarka Expressway 
✅Retail, Fine-Dine &amp; Double-Height Showrooms 
✅Footfall of 1.2 Lac+ People https://t.co/tJUdT1WtoG",0.0
94,"12/23/2022, 13:08:44","Important to note,

Gurugram is in Harayan &amp; the state ruled by @BJP4India CM @mlkhattar.

I believe BJP loves to inflate the situation &amp; then they'll play martyr &amp; try to take electoral benefit of the situation they themselves created by not taking right steps @ right time. https://t.co/NYhLpqMTyz",0.8979
95,"12/23/2022, 13:08:19","Madhya Pradesh Cyber Police got double success at National level- 

Annual Information Security Summit 2022 was organised by the Data Security Council of India on 22.12.22 in Haryana Gurugram.
M.P. Cyber Police has received the DSCI Excellence Awards 2022 in twin categories. https://t.co/SSvzPdaJvw",0.9393
96,"12/23/2022, 13:01:32","Farming is not a job it's a way of life. So, we must respect, thank and appreciate the hard work of our farmers, who work hard to give us food.

Happy National Farmer's Day. https://t.co/6VGK0dAACA",0.8807
97,"12/23/2022, 12:56:46","Be Big, be strong - Unbeatable Luxury in best beaten price @ Sec 63A, Gurgaon

Call for all your property related queries. We would love to sway them away.
📞 9999 416 316

#PropertyStation #RealEstate #Gurugram #realtor #realestateagent #home #property #investment #forsale #real https://t.co/oc0A4hc95e",0.872
98,"12/23/2022, 12:47:11","@Radhe10682885 @kumarhkb @DC_Gurugram @cmohry @anilvijminister @Radhe10682885, Sewerage problem has been resolved. Thank you! https://t.co/keWzDsMBgG",0.2003
99,"12/23/2022, 12:45:27","@YatinBhatia431 @YatinBhatia431, Sewerage problem has been resolved. Thank you! https://t.co/RYNo62Rb1G",0.2003
100,"12/23/2022, 12:39:29","The Marque by Luxus Hotels at Mathura
Facilities
Rooms
Banquet Halls
Restaurant
Books your stay...
9289036586
9289036594
#mathura #vrindavan #krishna #krishnajanmasthan #mathurafeel #mathuraholi #delhi #gurugram #travel #travelgram #traveling #hotel #book #booknow #discounts https://t.co/fvhoHhfeKP",0.0
101,"12/23/2022, 12:35:37","The theme for the year is to help you discover how Marketing in 2023 is driving growth for businesses.
Do not miss out on ad:tech 2023 to stay ahead of the curve.
Get your passes https://t.co/6jIyzMtRQp
Date: 15th - 16th March,23
Location: The Leela Ambience, Gurugram

#adtechin https://t.co/XC7RiF9X2q",0.695
102,"12/23/2022, 12:32:44",DLF new launch - DLF Gardencity Enclave – 3BHK Luxury Floors at Sector 93 Gurugram https://t.co/ksnfuYq4Ht,0.0
103,"12/23/2022, 12:32:01","UL Solutions Gurugram, India softlines laboratory received Walmart’s approval to perform product evaluations in accordance with the Walmart USA and Sam’s Club USA testing program for apparel and soft home departments. #weareULSolutions https://t.co/Q8dDCudt0Z",0.5859
104,"12/23/2022, 12:24:45","Residents of Chintels Paradiso have claimed that they are yet to get the structural safety audit report of two other towers ― E and F ― and are living under constant threat to their lives.

@AshishM1885 reports 👇
https://t.co/K2S7f4uOKT

#RealEstate #ChintelsParadiso #Gurugram",-0.1531
105,"12/23/2022, 12:22:32",Dear @anandmahindra ji thank you. My @MahindraXUV700 needed last minute updation/urgent service since I was beginning my 3000 km expedition. Excellent support by Mr.Martand &amp; Ms.Neha - Extra Edge Automobiles in Sec-52 #Gurugram for extending quick help. @18002096006 @MahindraRise https://t.co/D0PDhjTUYK,0.9217
106,"12/23/2022, 12:19:59","𝐒𝐭. 𝐀𝐧𝐝𝐫𝐞𝐰𝐬 𝐖𝐨𝐫𝐥𝐝 𝐒𝐜𝐡𝐨𝐨𝐥 𝐰𝐢𝐬𝐡𝐞𝐬 𝐭𝐡𝐚𝐭 𝐦𝐚𝐲 𝐭𝐡𝐞 𝐬𝐩𝐢𝐫𝐢𝐭 𝐨𝐟 𝐂𝐡𝐫𝐢𝐬𝐭𝐦𝐚𝐬 𝐢𝐧𝐟𝐮𝐬𝐞 𝐲𝐨𝐮𝐫 𝐥𝐢𝐟𝐞 𝐚𝐧𝐝 𝐭𝐡𝐚𝐭 𝐨𝐟 𝐲𝐨𝐮𝐫 𝐟𝐚𝐦𝐢𝐥𝐲 𝐦𝐞𝐦𝐛𝐞𝐫𝐬 𝐰𝐢𝐭𝐡 𝐡𝐨𝐩𝐞, 𝐩𝐨𝐬𝐢𝐭𝐢𝐯𝐢𝐭𝐲 𝐚𝐧𝐝 𝐣𝐨𝐲. https://t.co/S6I2dAqr4K",0.0
107,"12/23/2022, 12:18:22","#Gurugram Police have registered an FIR against a man and his family for unnatural sex and dowry harassment on the complaint of a 28-year-old woman at the Civil Lines Police Station.

@gurgaonpolice https://t.co/lefF7EkJzb",-0.6908
108,"12/23/2022, 12:17:12","Progress evolves with a holistic approach to change.
Watch marine conservationist Nayantara Jain talk about her story of progress, and how she rebuilds hope for a sustainable planet.
#Audi #FutureIsAnAttitude #Astoryofprogress https://t.co/u8z024YxbU",0.8176
109,"12/23/2022, 12:15:27",Tension erupts over Friday prayers in Gurugram; Hindu groups protest against Namaz in open https://t.co/8LmxJHBSZe,-0.5106
110,"12/23/2022, 12:12:41","Gurugram: 7 of ex-councillor's family booked for 'torturing, assaulting' woman over dowry https://t.co/01PD49ZbzN",-0.8074
111,"12/23/2022, 12:07:21","@Dchautala MG Road metro station - Gurugram - see with open eyes the situation    Around 232 illegal hawkers are sitting on this road in stretch of 2.7 km, how they can sit there without your permission, must be something wrong …. @DC_Gurugram @cmohry @PMOIndia @TrafficGGM यहाँ भी रिश्वत .",-0.7717
112,"12/23/2022, 12:05:08",Website Designing Company | Website Designing Company in Delhi | Website Designing Company India | Website Designing Company in Gurugaon | Website Designing Company in Noida | Website Designing Company in Gurugram | Website Designing Company Near Me.  https://t.co/AyK4rtOKYO https://t.co/FuOSMOo4ma,0.0
113,"12/23/2022, 12:03:53",Pediatric Living Donor Liver Transplantation | Dr. Arvinder Singh Soin | Medanta Gurugram - https://t.co/bLRDcO1wI8 https://t.co/8ApzBjj8tZ,0.0
114,"12/23/2022, 12:03:27","Premium Plots at Palm County, Sector 78. Gurugram
For those who appreciate the charm of luxury living Premium Plots is just the right choice, Nestled in Palm County. https://t.co/iAX0Inbacg",0.6597
115,"12/23/2022, 12:02:01",@mreenasingh @DC_Gurugram @nishantyadavIAS Good wishes for you book Di💐,0.5423
116,"12/23/2022, 12:01:36","Country Inn &amp; Suites by Radisson, Sohna Road, Gurugram
...
For Booking and Reservations Call us:-+91 7042394007,+91 9810432444
asm@cisgurgaon-sohna.in
#Countryinnandsuites #countryinnandsuitesgurugram #hotelnearsohnatoll #weddingdestination #destinationwedding https://t.co/2GBNkTNfiS",0.0
117,"12/23/2022, 12:01:32","@narendramodi ,can you please get roads made in sector-69/70 gurugram where Mr Rakesh Daultabad is not doing a thing , there are no drains , traffic lights plus SHO badshahpur does not lodge a FIR, life is very insecure for senior citizen ladies who r abused plus all look on",-0.7425
